表,指标栏,零点,形态,可建阶梯,说明,族
Z02_excluded_tables.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z02_excluded_tables.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z02_excluded_tables.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z02_excluded_tables.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z02_excluded_tables.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z02_excluded_tables.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z02_excluded_tables.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
Z02_excluded_tables.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
Z03_column_dictionary.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
Z03_column_dictionary.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z03_column_dictionary.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z03_column_dictionary.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z03_column_dictionary.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z03_column_dictionary.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z03_column_dictionary.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z03_column_dictionary.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z03_column_dictionary.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z03_column_dictionary.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z03_column_dictionary.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z03_column_dictionary.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z03_column_dictionary.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z03_column_dictionary.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z03_column_dictionary.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z03_column_dictionary.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z03_column_dictionary.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z03_column_dictionary.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z03_column_dictionary.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
Z03_column_dictionary.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
Z04_name_collision.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
Z04_name_collision.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z04_name_collision.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z04_name_collision.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z04_name_collision.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z04_name_collision.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z04_name_collision.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z04_name_collision.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z04_name_collision.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z04_name_collision.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z04_name_collision.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z04_name_collision.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z04_name_collision.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z04_name_collision.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z04_name_collision.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z04_name_collision.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z04_name_collision.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z04_name_collision.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z04_name_collision.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
Z04_name_collision.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
Z05_missing_typehint.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
Z05_missing_typehint.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z05_missing_typehint.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z05_missing_typehint.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z05_missing_typehint.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z05_missing_typehint.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z05_missing_typehint.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z05_missing_typehint.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z05_missing_typehint.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z05_missing_typehint.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z05_missing_typehint.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z05_missing_typehint.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z05_missing_typehint.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z05_missing_typehint.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z05_missing_typehint.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z05_missing_typehint.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z05_missing_typehint.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z05_missing_typehint.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z05_missing_typehint.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
Z05_missing_typehint.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
Z06_generated_probe_sql.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
Z06_generated_probe_sql.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z06_generated_probe_sql.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z06_generated_probe_sql.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z06_generated_probe_sql.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z06_generated_probe_sql.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z06_generated_probe_sql.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z06_generated_probe_sql.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z06_generated_probe_sql.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z06_generated_probe_sql.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z06_generated_probe_sql.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z06_generated_probe_sql.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z06_generated_probe_sql.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z06_generated_probe_sql.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z06_generated_probe_sql.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z06_generated_probe_sql.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z06_generated_probe_sql.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z06_generated_probe_sql.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z06_generated_probe_sql.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
Z06_generated_probe_sql.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
Z07_probe_bet02.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
Z07_probe_bet02.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z07_probe_bet02.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z07_probe_bet02.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z07_probe_bet02.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z07_probe_bet02.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z07_probe_bet02.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z07_probe_bet02.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z07_probe_bet02.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z07_probe_bet02.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z07_probe_bet02.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z07_probe_bet02.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z07_probe_bet02.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z07_probe_bet02.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z07_probe_bet02.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z07_probe_bet02.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z07_probe_bet02.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z07_probe_bet02.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z07_probe_bet02.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
Z07_probe_bet02.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
Z08_roundkey_integrity.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
Z08_roundkey_integrity.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z08_roundkey_integrity.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z08_roundkey_integrity.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z08_roundkey_integrity.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z08_roundkey_integrity.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z08_roundkey_integrity.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z08_roundkey_integrity.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z08_roundkey_integrity.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z08_roundkey_integrity.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
